Account,Risk Score
802F2F7E0,0.0
800A83BE0,0.0
8019EFB60,0.0416666666666666
80F975F40,0.0
8017E39B0,0.0
8007946C0,0.0
800BDB5E0,0.0
8024EF4E0,0.0
813336DB0,0.0
810E84150,0.0
806D10000,0.0
8008A1840,0.0
800268E80,0.0
802E22470,0.0
802545D20,0.0
8012495A0,0.0
8004DF350,0.0
801D68120,0.0
8010015D0,0.0
809AEC560,0.0
8139878A0,0.0
809CAB780,0.0
80312D400,0.0
800955670,0.0
8145E2900,0.0
800C13210,0.0
8003D40E0,0.0
8002C64E0,0.0
800D21E00,0.0
8018E9450,0.0
8034A6D90,0.0
80759E270,0.0
8048BC2B0,0.0
8004667B0,0.0
8135B17E0,0.0
807379D50,0.0
800D25440,0.0
801083870,0.0
810EED7B0,0.0
807423850,0.0
8004A1640,0.0
80034DED0,0.0
80BAEBB60,0.0
80374CC30,0.0
8051C2B10,0.0
8011B50A0,0.0
8138578F0,0.0
8003A04C0,0.0
800794E30,0.0
802C74B40,0.0
80138A9F0,0.0
8017A6CB0,0.0
80238C470,0.0
8053EFF20,0.0
8038D97D0,0.0
8016FDCE0,0.6
800F80890,0.0
80364CB50,0.0
80A8BD7A0,0.0
801227620,0.3888888888888889
80327ADA0,0.0
800348940,0.0
800CBAF00,0.0
801CFA791,0.0
80D376D70,0.0
8005BE580,0.0
800F39360,0.0
800654B40,0.0
80251C8F0,0.0
8005B2190,0.0
8010BE8A0,0.0
80033FD10,0.0
8007594B0,0.0
800CF2590,0.0
8006679C0,0.0
8091E30F0,0.0
8011DDFE0,0.0
8010B24B0,0.0
8010F1670,0.0
807D17760,0.0
80A164930,0.0
800576680,0.0
8039BA180,0.0
801F84BA0,0.0
80042B850,0.0
803739B40,0.0
804ED2270,0.0
802B3C1B0,0.0
80064E6A0,0.0
812681140,0.0
800BE9060,0.0
808D4BBF0,0.0
80626D450,0.0
800423FE0,0.0
800771E00,0.0679611650485436
800473360,0.0
80086A350,0.0
800A62BB0,0.0
80046F5C0,0.0
800FA0F90,0.0
8012CE0F0,0.0
8009A9EA0,0.0
811A2CC10,0.0
804E98D40,0.0
806A88A40,0.0
8143BE0C0,0.0
8005FD660,0.28
8003CC3A0,0.0
81305FA40,0.0
8008A1320,0.0
806A64580,0.0
80065E240,0.0
8002FD370,0.0
804DDF090,0.0
8086C27C0,0.0
80067C9F0,0.0
8001ED3D0,0.0
800C80720,0.0
8005CC8D0,0.018018018018018
80183BC40,0.0
805AE3A90,0.0
809929450,0.0
800F3FFF0,0.0
8005DC930,0.0
803341D00,0.0
800909670,0.0
800E90CA0,0.25
80675C660,0.0
800CFC7C0,0.0
800D10B40,0.0
80BE15C50,0.0
80088E300,0.0
80033C3F0,0.0
80262C0F0,0.0
80030B570,0.0
8009C3620,0.0476190476190476
80F637E80,0.6060606060606061
800442BE0,0.0
808F9CCE0,0.0
81117CD40,0.0
8008C7770,0.0
800F41830,0.3333333333333333
8003C8270,0.0
800785770,0.1505376344086021
8006A5980,0.0
8002CB540,0.0
800F80891,0.0
810585E10,0.0714285714285714
8107DB200,0.0
8004150B0,0.0
800414A41,0.0
801010A90,0.0
8004B0D10,0.0
8003BD2B0,0.1
8018B9D00,0.0
800A9AF40,0.0
80FE2F5E0,0.0
8013EC4F0,0.0
805A3D9B0,0.0
80147FA90,0.0434782608695652
800543670,0.0
801A3BC90,0.0
807C92700,0.0
800CCE480,0.0
80032D980,0.0
800691B20,0.0
80104B3D0,0.0571428571428571
8002B8370,0.0
80394CA20,0.0
80B6D7810,0.0
801090EF0,0.0
80A588390,0.0
80C1C5D50,0.0
800690C30,0.0
801CEF900,0.0
8004525B0,0.0
808558C70,0.0
8005FD661,0.0
80122A230,0.0
800DCC970,0.0
80632FDC0,0.0
80175F5B0,0.0
800A64F60,0.0
80192AA70,0.0
800F5F1E0,0.0
8017D8FD0,0.0
80033D290,0.0549450549450549
800D27CA0,0.0
8011A1610,0.0
8002C4B20,0.0
80DB5FB90,0.0
8003E7550,0.0
800BE2B60,0.0
8004A3300,0.0
804E80FD0,0.0
800A5A020,0.0
8059ADB90,0.0
807AF6E20,0.0
80BD4CC60,0.0
80E6FA7A0,0.0
801091E10,0.0
810C89EA0,0.0
805DF8E90,0.0
80BAFE300,0.0
800714800,0.0
80242AD00,0.0
801E416E0,0.0
807D90E00,0.0
805574BF0,0.0
800955EE0,0.0
