Account,Risk Score
80DC89FC0,0.0
811E0E620,0.0
812D4CF00,0.0
80C015C10,0.0
80D9761B0,0.0
80360F650,0.0
809B0D930,0.0
8082E0FC0,0.0
8083CEE30,0.0
80373C880,0.0
80485F9C0,0.0
808179520,0.0
80ECAAFE0,0.0
80601FFF0,0.0
80C0D0890,0.0
813F84140,0.0
80893BAE0,0.0
803D440B0,0.0
807EB3A70,0.0
808784F80,0.0
8034B1EE0,0.0
80AAD6100,0.0
803C2EC60,0.4285714285714285
8055F7600,0.0
80E4AE890,0.3783783783783784
807558C10,0.0
8103FA640,0.0
80DF2A9A0,0.0
81009F430,0.0
80483E500,0.0
806A3A150,0.0
80B461EE0,0.0
80BD39690,0.0
810B1B330,0.0
80AE9BB00,0.0
8048525F0,0.0
806833CB0,0.0
8123C75F0,0.0
809B70EA0,0.0
808E933C0,0.0
8104CFCB0,0.0
807600950,0.0
811E53070,0.0
80709FD70,0.0
80D35EE90,0.0
80D04DEC0,0.0
8069EF130,0.0
80663B5B0,0.0
803655710,0.0
804846A10,0.0
8074B6250,0.0
8057D3300,0.0
805725180,0.0
8135A9F30,0.0
8066D6970,0.1666666666666666
81005FBE0,0.0
804AAC180,0.0
814196050,0.7
804D23D70,0.0
809C89E40,0.0
803C20E60,0.0
80D19CC00,0.0
807335D10,0.0
808E8A810,0.0
806628B70,0.0
804A00A20,0.0
81233E140,0.0
803A9C190,0.0
807F47EE0,0.0
808E5E4D0,0.0
80B131A30,0.0
804E28840,0.0
80BFB8460,0.0
803AD9E40,0.0
8126B9080,0.0
803D59D40,0.0
80D074FF0,0.0
808BDB550,0.0
804875020,0.0
8043F4C50,0.0
80D6794A0,0.0
80BD510E0,0.0
8135F34E0,0.0
8043A75C0,0.0
80515B2A0,0.0
812B70C10,0.0
80521BD30,0.0
806ACE810,0.0
807D81D80,0.0
806102330,0.0
8041A5AC0,0.0
805E13190,0.0
81268F320,0.0
809B84CE0,0.0
8086F68E0,0.0
80E408840,0.0
80E9BF130,0.0
804091770,0.0
809AE8850,0.0
804F5DC60,0.0
80C5871E0,0.0
80CF9E3F0,0.0
80BED7F20,0.0
80BCC0270,0.0
803790FE0,0.0
80C6FE640,0.0
80D2EBF70,0.0
805B92420,0.0
80640C180,0.0
8080DEA80,0.0
80EC75A20,0.0
8051EDD60,0.0
803D46E50,0.0
805088500,0.0
804280FF0,0.0
8037B4710,0.0
804750840,0.0
804EE4460,0.0
80F7C8F80,0.0
807AE9090,0.0
8131B31C0,0.0
8049615E0,0.0
80D6220D0,0.0392156862745098
80B901ED0,0.0
80BF845F0,0.0
803F0F230,0.0
809FCC130,0.0
8077FC050,0.0
8069A49F0,0.0
812C60000,0.0
803775F50,0.0
8130DA870,0.0
80A0299E0,0.0
8060F73E0,0.0
809F4B440,0.0
808B352B0,0.0
807EBBA30,0.0
803EBE5A0,0.0
810451160,0.0
804D1E6C0,0.0
80F68CA90,0.0
80FFE0BD0,0.0
808E53160,0.0
810E287E0,0.0
80A57B5C0,0.0
81048B130,0.0
806CA4840,0.0
80508F770,0.0
80FA87A40,0.0
80BD4D3F0,0.0
80E1C8500,0.0
8034DCFA0,0.0
80A4D6EB0,0.0
80B6FFF80,0.0
8106B85C0,0.0
80B4A7D90,0.0
80554C330,0.0
807A68D10,0.0
80F952F80,0.0
80498F790,0.0
8065FEDC0,0.0
806CB4FB0,0.0
80664CFC0,0.0
804832230,0.0
80A06E7F0,0.2857142857142857
80A2B8030,0.0
80FBE62C0,0.0
8130A4870,0.0
803C56EB0,0.0
80483E410,0.0
805A96CF0,0.0
805114010,0.0
80BDA7F00,0.0
8100E90D0,0.0
813604260,0.0
80DA5E880,0.0
806CD7CA0,0.0
80889B9D0,0.0
80E0A5AA0,0.0
804520880,0.0
80A22F150,0.0
8064F87E0,0.0
807ABBE30,0.0
803AD9E90,0.0
805368590,0.0
80451ECF0,0.0
805EE8280,0.0
80394B230,0.0
8042D5320,0.0
8059E03B0,0.0
80360F010,0.0
812F0FC30,0.0
8106E7C10,0.8108108108108109
804D7E630,0.0
80D145E60,0.0
808143F90,0.0
80474CED0,0.0
80C2ABD00,0.0
