Account,Risk Score
8127EB5C0,0.0
81200C560,0.0
811FFAFF0,0.0
811FA0060,0.0
811BE70C0,0.0
811FB6790,0.0
8127BA100,0.0
811DE5EA0,0.0
811F3A920,0.0
8122215B0,0.0
811BFE270,0.0
8123B2590,0.0
811F4AEA0,0.0
811DAB390,0.0
811D5D880,0.2272727272727272
811EE3ED0,0.0
812372530,0.0
81200FC70,0.0
8127B5EF0,0.0
811C359B0,0.0
8127A5A30,0.0
811EC0FB0,0.0
8129AC7D0,0.0
8123D7460,0.0
8123E8F30,0.0
811C4A8D0,0.0
811C2A880,0.0
811F4AF40,0.1458333333333333
8129B6E90,0.0
811C3E920,0.0
8120363C0,0.0
8123EC570,0.0
811FACC60,0.0
811E4BCB0,0.0
8122D3CE0,0.0
811BE60B0,0.0
811FF1050,0.0
811DF5690,0.0
811D96380,0.0
812861050,0.0
811D7EB20,0.0
811BF27C0,0.0
812AB72B0,0.0
8129AC0B0,0.0
811EF4240,0.0
812831820,0.0
812034FE0,0.0
811E3BA40,0.0
811BE8020,0.0
811FE3B40,0.0
811C2D850,0.0
8123FE2C0,0.0
811EF21E0,0.0
8123B5E80,0.0
811FD78A0,0.0
8129CE9B0,0.0
811DC6610,0.0
812A73770,0.0
811E9F9A0,0.0
811F48020,0.0
811F2D670,0.0
811FD9E20,0.6666666666666666
81241B860,0.0
812D00CD0,0.0
811FCEDA0,0.0
812AB8D40,0.0
8123B1590,0.0
811F221F0,0.0
812361EF0,0.0
811DF4BB0,0.0
811F35770,0.0
811C3FC30,0.0
811D7BE30,0.0
811FC7900,0.0
811FCE8D0,0.0
8134129D0,0.0
8129DD5B0,0.0666666666666666
811E4B130,0.0
811FB1740,0.0
811D80E20,0.0
811C3EB50,0.0
811EBFC70,0.0
8122D7E80,0.0
8123DBCF0,0.0
811C554C0,0.0
81222EF90,0.0
812008E60,0.0
811D8E560,0.0
811BD0DB0,0.0
8122C7BC0,0.0
811DCE770,0.0
8127D8DD0,0.0
8123B3CD0,0.0
811FB2060,0.0
813415910,0.0
811DDE3D0,0.0
811F77CC0,0.0
812382B20,0.0
812D12180,0.0
8123E20A0,0.0
811ECFC30,0.0
81200F170,0.0
811C36370,0.0
811EDFDA0,0.0
812CFD380,0.0
811D6DEB0,0.0
811F1F230,0.0
811E4E460,0.0
8120139F0,0.0
8134160F0,0.0
812A69D00,0.0
81236BF20,0.0
81239D9C0,0.8
8133FD4D0,0.0
811BCFAA0,0.0
811F1A710,0.0
811DF2C30,0.0
811FB0920,0.0
811F23490,0.0
811E4BD00,0.0
811C4EDD0,0.21875
8123D0680,0.0
811DDE9B0,0.0
8122C6C20,0.0
811DC5D00,0.0
812400E20,0.0
811DDC370,0.0
811D82A50,0.0
812401910,0.0
811D5A8B0,0.0
811D7A440,0.0
811BE8E50,0.0
811C05C40,0.0
81236AB00,0.1578947368421052
811C293A0,0.0
811F9FB90,0.0
812360F80,0.0
813414B20,0.0
811C535F0,0.0
8123564C0,0.0
811DF9F00,0.0
811BD5550,0.0
811C54E30,0.0
811BF12D0,0.0
811D96C60,0.0
811E1B320,0.0
8120D64F0,0.0
8129E2CB0,0.0
812A8B5C0,0.0
811DF9A60,0.0
811FF92C0,0.0
811E511E0,0.0
811ED2170,0.0
811BE4CE0,0.0
811DB41A0,0.0
8129FA1C0,0.0
811BE8330,0.0
8122C9F10,0.0
812D43B30,0.0555555555555555
8123FB960,0.0
811FCB400,0.0
811DCA680,0.0869565217391304
8134007B0,0.0
811C53230,0.0
811E45CF0,0.0
811C2A990,0.0
811D9B980,0.35
8127E3360,0.0
81236A040,0.0
811D7E2A0,0.0
813402520,0.0
811DC0A30,0.0
811D811F0,0.0
811DC5980,0.0
811F4A310,0.0
811D727B0,0.0
8129FB060,0.0
811DB10E0,0.0
812A018C0,0.0
811EBB870,0.0
811C53280,0.0
811C185F0,0.0
81236EA90,0.0
811BE4C90,0.0
811C17E10,0.0
811DB13F0,0.0
811FCA7B0,0.1764705882352941
812A6B3B0,0.0
812A86180,0.0
811E913A0,0.0
813416450,0.0
811C18880,0.0
811BD03D0,0.0
812407B70,0.0
811D89320,0.0
811F227A0,0.0
8123D4A40,0.0
813412500,0.0
8129A5440,0.0
8123B2680,0.0
811BF6340,0.0
811DBD8A0,0.0
811C32BA0,0.0
811E8EA50,0.0
811D580B0,0.0
811EE6370,0.0
811BD73A0,0.08
811FFE270,0.0
812418FF0,0.0
811E39F60,0.0
811DF90A0,0.0
811D74910,0.0
811FAE920,0.0
812A7A1E0,0.0
811D57C90,0.0
81235C700,0.0
812386240,0.0
811D99A50,0.0
811C381A0,0.0
8127B2F20,0.0
812865890,0.0
811FECB80,0.0
8123D7100,0.0
811E9A7B0,0.0
811F75AE0,0.0
811DD3C40,0.0
8129E6790,0.0
812D19BD0,0.0
811C07250,0.2352941176470588
811E3B420,0.0
811FDBCA0,0.0
811FCC8D0,0.0
812A7C740,0.0
811F24E50,0.0
811F716E0,0.0
811D7C1F0,0.2857142857142857
812D0F8F0,0.0
811C36C80,0.0
811D63210,0.0
811D9BB90,0.0
811E49060,0.0
