Account,Risk Score
806446280,0.0
80C364560,0.0
807348FF0,0.0
8078FD5A0,0.0
8072EA030,0.0
8065F08C0,0.0
809C0E7B0,0.0
806CD8A90,0.0
8075577A0,0.0
807220A90,0.0
81076C0A0,0.0
8071D7300,0.0
8086F70F0,0.0
80E6581D0,0.0
8064EBE80,0.0
813A10E30,0.0
80718AB40,0.0
80A4DE6D0,0.0
80B85F4A0,0.0
809FB2440,0.0
806859900,0.0
8082AE8F0,0.0
805CE6E70,0.5
8074B5310,0.0
80F5B2FC0,0.0
80A31B7E0,0.0
8060D7030,0.0
80AE1CAD0,0.0
81046DDB0,0.0
81002DFC0,0.0
80BE548B0,0.0
806FE1B70,0.0
81281A100,0.0
80B819F80,0.0
805BE1920,0.0
80BB18570,0.0
80923FC50,0.0
80EC408D0,0.0
80978BF90,0.0
808E8BF60,0.0
80DA39450,0.0
80DBBFF00,0.0
807D1DBD0,0.0
805207F10,0.0
80C31E050,0.0
806E9DA20,0.0
80E4BBCA0,0.0
807B9CBA0,0.0
80C819650,0.0
80A82D210,0.0
8130A7FC0,0.0
80C1C4FC0,0.0
80A4CF300,0.0
8067CE470,0.0
8084F8250,0.0
80D1A7320,0.0
810B590A0,0.0
8051877B0,0.0
808438EB0,0.0
810E9C0A0,0.0
808789C80,0.0
80E400DA0,0.0
806D1C000,0.0
80484A450,0.0
813A15050,0.0
806768EA0,0.0
807B7E2A0,0.0
804FDE680,0.0
80D10F2E0,0.0
809B85FC0,0.0
80B264940,0.0
807D19630,0.0
80C3546E0,0.0
80D1AFD40,0.0
80C208A50,0.0
8113E6C30,0.0
80F24BCE0,0.0
8071FA1D0,0.0
804EB2790,0.0
8073203E0,0.0
80BB211F0,0.0
80571B560,0.0
80283DAB0,0.0
8058C3710,0.0
812815210,0.0
80D4A6CF0,0.0
805DFFB00,0.0
8077FB430,0.0
8075EBD50,0.0
80D802F60,0.0
8058BA870,0.0
811183F70,0.0
804EF1440,0.0
806C103D0,0.0
808EA66F0,0.0
813072670,0.0
8070844B0,0.0
8043B84A0,0.0344827586206896
80C25D8C0,0.0
807CC3100,0.0
80F51D3C0,0.0
8054BE160,0.0
80BC30060,0.0
80AEA6E20,0.0
81394D890,0.0
806848870,0.0
8143BA660,0.0
80B4C61E0,0.0
814443EA0,0.0
809239C50,0.0
805198DA0,0.1304347826086956
804DD3D20,0.0
80C569F00,0.0
811A3BE40,0.0
805A57620,0.0
81048C410,0.0
8115A2D10,0.0
80D107500,0.0
8075736E0,0.0
8064EC7B0,0.0
80D2F5610,0.0
80C273390,0.0
80B35A4F0,0.0
81174D7C0,0.0
81232A410,0.0
805EAA6B0,0.0
80485CE30,0.0
8065C2380,0.0444444444444444
807343DD0,0.0
80FE39EF0,0.0
80DE93110,0.0
8054AC100,0.0
809AA8DF0,0.0
80D3A2720,0.0
806A59D90,0.0
8057B9EC0,0.0
8062EB6B0,0.0
806D1E990,0.0
80C8107B0,0.0
80D44DCD0,0.0
809239C51,0.0
807D5DB50,0.0
810B22EE0,0.0
80505A470,0.0
8079C8F60,0.0
80B7FDD00,0.0
8100A09E0,0.0
8103B8B90,0.0
804B03CD0,0.0
810482BB0,0.0
805A16370,0.0
806D2DF40,0.0
810DE3CB0,0.0
8043D4190,0.0
804E679C0,0.0
8111CFDA0,0.0
812F14E10,0.0
80C7C5E60,0.0
809E6F720,0.0
80A36AF40,0.0
806C40980,0.0
804E55890,0.0
805B54E90,0.0
8045D4D50,0.0
804E6F820,0.0
81058B420,0.0
80BB027F0,0.0
80B33C560,0.0
80C6ED700,0.0
812F786A0,0.0
813249B00,0.0
80724EEF0,0.0
80999C620,0.0
80B3E0F60,0.0
8052AF050,0.0
80B7F1CA0,1.0
8075C0A70,0.0
805152A00,0.0
80643B790,0.0
8103FAA80,0.0
80FB540E0,0.0
8065B18A0,0.0
811524A70,0.0
807276E80,0.0
804EE5470,0.0
80C3AAC40,0.0
8141F4500,0.0
804F5EF50,0.0
8135F92F0,0.0
80649BBB0,0.375
807D88AA0,0.0
80606A5D0,0.0666666666666666
808157990,0.0
809DD0E10,0.0
812EC2B00,0.0
8083D7E40,0.0
8143663F0,0.0
808AE5110,0.0
806F6FA90,0.0
807CEF390,0.0
80C03E0B0,0.0
808BBAE70,0.0
813A292E0,0.0
807EC3BD0,0.0
808C97D00,0.0
808E5B300,0.0
8089791E0,0.0
8092134D0,0.0
80D8C6E90,0.0
805CC3F40,0.0
80C2BC8D0,0.0
812FA3C80,0.0
805A730A0,0.0
812C5AD30,0.0
8072C3490,0.0
806455E20,0.0
809531620,0.0
813483E90,0.0
80599C4F0,0.0
809BD1C80,0.0
808219C90,0.0
8116F1FE0,0.0
80CF5D310,0.0
80AB87370,0.0
8064F4610,0.0
80DF9B3D0,0.0
80C38A660,0.0
81051CF40,0.125
809CE0B40,0.0
80605FE20,0.0
808179480,0.0
80756EEB0,0.6363636363636364
8058258E0,0.0
80D32F2D0,0.0
80EF87160,0.0
80817BDD0,0.0
80B5859B0,0.0
80E111350,0.0
805EAE670,0.0
807862100,0.0
8068620E0,0.0
807BC6D10,0.0
80A5755D0,0.04
80BC08370,0.0
80D56ACF0,0.0
806241EA0,0.0
80BD6FBB0,0.0
809B99AE0,0.0
80D92DE40,0.0
80D292C70,0.0
80A57DA90,0.0
811CA41D0,0.0
8053289C0,0.0
806C7E710,0.0
80D94E4A0,0.0
80ECDF040,0.0
8056F2350,0.0
8084F8080,0.0
80669A400,0.0
80B467B30,0.0
80E071810,0.0
8070EF8E0,0.0
80441A9D0,0.0
80BDBCBF0,0.0
8111C7350,0.0
80710C370,0.0
8051ED4E0,0.0
80D371BD0,0.0
80DF01550,0.0
80BD3DBE0,0.0
80C985190,0.0
8067BFAD0,0.0
806588F70,0.0
8135F5660,0.0
804EE04D0,0.0
804EB2740,0.0
80AEAF880,0.0
8051A93E0,0.0
80F95A200,0.04
813F1B7A0,0.0
8069F2530,0.0
804EA4FB0,0.0
80C26B860,0.0
812EA88D0,0.0
810215F70,0.0
805B983F0,0.0
80AB6FE40,0.0
808A350A0,0.0
813AB1870,0.0
80493DF80,0.0
80D33C5B0,0.0
80EC3C200,0.0
8066AAAE0,0.0
813608EF0,0.0
807B3CB30,0.0
808945830,0.0
810236460,0.0
80FB54A80,0.0
807001500,0.032258064516129
80C11B660,0.0
8052DF9B0,0.0
806B77B50,0.0
80BA623A0,0.0
80D0C6DC0,0.0
807EB41A0,0.0
812DC8380,0.0
80B69E1B0,0.0
80DAD26A0,0.0
809EBB670,0.0
806801960,0.0
80CD4CF00,0.0
