Account,Risk Score
806C3BA70,0.0
801D9B200,0.0
800912EE0,0.0
801DD7030,0.0
805266A70,0.0333333333333333
8069B16D0,0.0
8002DDD10,0.0
805064960,0.0
801C82950,0.0
805331F10,0.0
801C6E4F0,0.0
810B62FF0,0.0
80070B5F0,0.0
8013FBB10,0.0
80142D840,0.0
811004290,0.0
8026F7620,0.0
800A3D950,0.0
800ECAA60,0.0
800D8DC90,0.0
800A196B0,0.0
8015812D0,0.0
8077ACF50,0.0
8037B56E0,0.0
80339A140,0.0
807AC9620,0.0
8010647D0,0.4
80055A5E0,0.0
80B66AD20,0.0
800379CA0,0.3185185185185185
802620D00,0.0
800895930,0.3636363636363636
806938BE0,0.0
803C467F0,0.0
801FE7230,0.0
8009D02D0,0.0
800A01DB1,0.0
8027EFDD0,0.0
800AB2B20,0.0
813207AC0,0.0
8009CDA10,0.0
80D6260D0,0.0
802F4D150,0.0
8093DFA40,0.0
8007E01C0,0.0
8057FF860,0.0
8015936C0,0.5714285714285714
8016F46A0,0.0
800F86C80,0.0
8002EFA90,0.0
80D628D10,0.0
8002AC480,0.0
8098436C0,0.0
808F40990,0.0
801FF2210,0.0
802949520,0.0
800636010,0.3888888888888889
800963C30,0.0
80B60AAE0,0.0
80B0E6920,0.0
80475F9B0,0.0392156862745098
800E11520,0.0
80113FC90,0.0
8017C11B0,0.0
800E47100,0.0
800AA6C30,0.0
80295AE40,0.0
80A0DC850,0.0
8002981C0,0.03125
80F7F5F40,0.0
80E6C90F0,0.0
8120DB280,0.0
80149E6E0,0.0
80BB9A070,0.0
8003AA9A0,0.0
801A7E320,0.0
802791D30,0.0
8006822A0,0.0425531914893617
80063BF50,0.0
80362A600,0.0
801A2BE00,0.0
800634CE0,0.0
812B785C0,0.0
800E3C990,0.0
80B5028B0,0.0
810479E70,0.0
800292AF0,0.0
802047681,0.0
8077A1AF0,0.0
807AA7050,0.0
800912120,0.0
8002E7600,0.0
801501860,0.0
8002ADEF0,0.0
800EF1ED0,0.0
800350870,0.0
8082FC150,0.0
802F44040,0.0
80FB9F3B0,0.0
802B01CD0,0.0
810B111D0,0.0
8004FDA60,0.25
800C0D420,0.0
800EAE700,0.0
80377B330,0.0
80031FD90,0.0
809C97ED0,0.0
80E4DB760,0.0
80A787370,0.0
8002DC510,0.0
801678F80,0.0
800B5BFB0,0.0
8004F7D00,0.0
80691B780,0.0
802F088A0,0.0
8128F6CE0,0.0
802DF8110,0.0
801C1B0A0,0.0
8007F8060,0.0
800FDFB50,0.0
80D352050,0.0
8015930C0,0.0
8027DA560,0.0
80492FC40,0.0
802004350,0.0
812C17340,0.0
800B936B0,0.0
800911190,0.0
806057980,0.0
8102CC420,0.0
8027E1930,0.0
8009167C0,0.0
800662800,0.0
8029EA1C0,0.0
80050A5C0,0.0
802538DB0,0.358974358974359
801B457B0,0.0
800883D00,0.0
800AA5700,0.0
807C1E540,0.0
8031A0AB0,0.0
80D34DAC0,0.0
802047680,0.0
806963FD0,0.0
801083390,0.0
8004EDDD0,0.0
