Timestamp,From Bank,From Account,To Account,Amount Received,Receiving Currency,Payment Format,Converted USD
2022/09/01 00:11,71,804DB49F0,804DB49F0,1855.61,USD,ACH,1855.61
2022/09/01 00:02,71,804DB49F0,804DB49F0,159.86,USD,ACH,159.86
2022/09/01 00:03,71,804DB49F0,804DB49F0,5650.03,USD,ACH,5650.03
2022/09/01 00:11,71,80478DC90,80478DC90,109144.5,INR,Reinvestment,1289.95638864923
2022/09/01 00:12,71,804EF4750,804EF4750,38722.49,INR,Reinvestment,457.65314202645044
2022/09/01 00:14,71,804989BF0,804989BF0,992.71,INR,Reinvestment,11.732635236553167
2022/09/01 00:11,71,804EF4750,804EF4750,1366.72,INR,Reinvestment,16.15298247272813
2022/09/01 00:01,112931,804EFF500,804AE9B50,12699.34,INR,Credit Card,150.09088652775642
2022/09/01 00:21,71,805085CA0,805085CA0,639.56,INR,Reinvestment,7.558828048362505
2022/09/01 00:29,71,80589ADA0,80589ADA0,484217.43,INR,Reinvestment,5722.866175792746
2022/09/01 00:03,13184,80589AE90,805D98C80,2590.88,INR,Credit Card,30.621077637659404
2022/09/01 00:08,114185,8058B8640,804BBCED0,76.5,INR,Credit Card,0.9041377598657384
2022/09/01 00:00,71,8000841A0,8000841A0,42852948.48,INR,Reinvestment,506470.18094573985
2022/09/01 00:08,71,800084880,800084880,10274590.59,INR,Reinvestment,121433.2721513751
2022/09/01 00:00,71,80006C9A0,80006C9A0,1621606.51,INR,Reinvestment,19165.433690654878
2022/09/01 00:02,71,80006C9A0,80006C9A0,373796.84,INR,Cheque,4417.827941993358
2022/09/01 00:05,71,80006C9A0,80006C9A0,533042.52,INR,ACH,6299.919868575008
2022/09/01 00:08,71,80006C9A0,80006C9A0,790.55,INR,Reinvestment,9.343347791658294
2022/09/01 00:02,70,100428780,80478EA00,23022045.88,INR,Cheque,272092.82339175756
2022/09/01 00:13,71,8047A31B0,8047A31B0,1220.02,INR,Reinvestment,14.419165356750304
2022/09/01 00:26,71,8047A5F10,8047A5F10,517.42,INR,Reinvestment,6.115280519081442
2022/09/01 00:08,7,804791DA0,8047A78E0,90.74,INR,Cheque,1.0724373899374784
2022/09/01 00:10,7,804791DA0,8047A78E0,397.03,INR,Wire,4.692415879731949
2022/09/01 00:10,71,8047B0B40,8047B0B40,534.07,INR,Reinvestment,6.312063443287516
2022/09/01 00:03,71,804790AA0,804790AA0,1412.75,INR,Reinvestment,16.697001571899634
2022/09/01 00:26,312246,8047C69F0,8047C7960,0.02,INR,Cheque,0.0002363758849322192
2022/09/01 00:11,71,8047C7960,8047C7960,1083241.55,INR,Reinvestment,12802.608998829939
2022/09/01 00:09,71,8047C1DC0,8047C1DC0,1659.48,INR,Reinvestment,19.613052676365957
2022/09/01 00:20,71,8048138F0,8048138F0,442.04,INR,Reinvestment,5.224379808771909
2022/09/01 00:06,71,804814650,804814650,152297793.84,INR,Reinvestment,1799976.2896077342
2022/09/01 00:02,71,804815210,804815210,19286648.6,INR,Reinvestment,227944.93151008734
2022/09/01 00:06,71,8048165D0,8048165D0,1284.22,INR,Reinvestment,15.177931947382728
2022/09/01 00:08,71,80481AD20,80481AD20,274155792.7,INR,Reinvestment,3240190.905437827
2022/09/01 00:13,71,80481B650,80481B650,14744.17,INR,Reinvestment,174.2583115670539
2022/09/01 00:26,71,80481B9C0,80481B9C0,38805.39,INR,Reinvestment,458.6329200694945
2022/09/01 00:19,71,80481B650,80481B650,899.58,INR,Reinvestment,10.631950928366289
2022/09/01 00:12,71,80481B9C0,80481B9C0,1199.34,INR,Reinvestment,14.174752691730388
2022/09/01 00:26,70,100428780,80481F1C0,4199618.77,INR,Cheque,49634.43015683539
2022/09/01 00:16,71,80481F580,80481F580,27758662.72,INR,Reinvestment,328073.92324875016
2022/09/01 00:01,71,80481F580,80481F580,559.4,INR,Reinvestment,6.6114335015541705
2022/09/01 00:24,71,804823650,804823650,639.04,INR,Reinvestment,7.552682275354267
2022/09/01 00:06,71,80482A4B0,80482A4B0,1524473.16,INR,Reinvestment,18017.43461252083
2022/09/01 00:07,71,80482B5A0,80482B5A0,2803.54,INR,Reinvestment,33.13446242214369
2022/09/01 00:27,71,80482BF60,80482BF60,1087.04,INR,Reinvestment,12.847502097835978
2022/09/01 00:13,71,80499E7A0,80499E7A0,229.18,INR,Reinvestment,2.7086312654383
2022/09/01 00:15,71,8049A0110,8049A0110,2879098.36,INR,Reinvestment,34027.47113259505
2022/09/01 00:05,312246,8049A66C0,8049A64E0,0.04,INR,Cheque,0.0004727517698644384
2022/09/01 00:13,71,8049A5CD0,8049A5CD0,2754483.48,INR,Reinvestment,32554.673505808936
2022/09/01 00:19,71,8049A9100,8049A9100,213994.11,INR,Reinvestment,2529.1523560766327
2022/09/01 00:21,71,8049A9100,8049A9100,246.15,INR,Reinvestment,2.9091962038032877
2022/09/01 00:19,71,8049B1870,8049B1870,1738.12,INR,Reinvestment,20.54248265591944
2022/09/01 00:15,70,100428780,8049B2490,234617.37,INR,Cheque,2772.8944227109946
2022/09/01 00:05,70,100428780,8049B2490,57364.26,INR,Cash,677.9763860490953
2022/09/01 00:29,71,8049B2E50,8049B2E50,2515429.84,INR,Reinvestment,29729.347720745525
2022/09/01 00:27,71,8049B3E70,8049B3E70,35879609.31,INR,Reinvestment,424053.7200836771
2022/09/01 00:04,71,8049B4600,8049B4600,570082217.72,INR,Reinvestment,6737684.434884354
2022/09/01 00:18,71,8049B5250,8049B5250,508262.62,INR,Reinvestment,6007.051329023413
2022/09/01 00:01,71,8049B4600,8049B4600,1591.21,INR,Reinvestment,18.806183593149825
2022/09/01 00:06,71,8049B5250,8049B5250,354.91,INR,Reinvestment,4.194608266064696
2022/09/01 00:16,71,8049B9280,8049B9280,562009.51,INR,Reinvestment,6642.274763328645
2022/09/01 00:29,71,8049B0E20,8049B0E20,866.15,INR,Reinvestment,10.236848636702083
2022/09/01 00:18,71,8049B6250,8049B6250,1721.39,INR,Reinvestment,20.34475422817364
2022/09/01 00:19,71,8049BE7D0,8049BE7D0,204618.84,INR,Reinvestment,2418.3479689402084
2022/09/01 00:01,71,8049C2970,8049C2970,341181.33,INR,Reinvestment,4032.3519400550754
2022/09/01 00:00,71,8049BE510,8049BE510,1750.1,INR,Reinvestment,20.68407181099384
2022/09/01 00:27,71,8049C2970,8049C2970,1355.75,INR,Reinvestment,16.023330299842808
2022/09/01 00:12,71,8049C43B0,8049C43B0,646.79,INR,Reinvestment,7.644277930765503
2022/09/01 00:18,71,8049C4860,8049C4860,1672.91,INR,Reinvestment,19.771779083097943
2022/09/01 00:03,3,8047C4650,8049CC590,400444.52,INR,Cheque,4732.7713890628875
2022/09/01 00:22,71,8049CC590,8049CC590,849.06,INR,Reinvestment,10.0348654430275
2022/09/01 00:29,71,8049CC9B0,8049CC9B0,1710757.97,INR,Reinvestment,20219.096453179845
2022/09/01 00:03,71,8049C9E50,8049C9E50,702631.3,INR,Reinvestment,8304.25476592878
2022/09/01 00:26,312246,8049CB3F0,8049CB0D0,0.03,INR,Cheque,0.0003545638273983288
2022/09/01 00:24,71,8049CD930,8049CD930,1055927.81,INR,Reinvestment,12479.793525664512
2022/09/01 00:25,71,8049D58B0,8049D58B0,850.77,INR,Reinvestment,10.055075581189206
2022/09/01 00:14,71,8049DA070,8049DA070,18438160.27,INR,Reinvestment,217916.8225171668
2022/09/01 00:07,71,8049DF570,8049DF570,37073.93,INR,Reinvestment,438.1691505832575
2022/09/01 00:26,71,8049EABC0,8049EABC0,12013333.6,INR,Reinvestment,141983.11803429812
2022/09/01 00:28,312246,8049EAC10,8049EABC0,0.01,INR,ACH,0.0001181879424661096
2022/09/01 00:02,71,8049EABC0,8049EABC0,1019.4,INR,Reinvestment,12.048078854995213
2022/09/01 00:23,71,8049EF510,8049EF510,1101.28,INR,Reinvestment,13.015801727907718
2022/09/01 00:07,71,8049F67B0,8049F67B0,1288.87,INR,Reinvestment,15.232889340629466
2022/09/01 00:10,312583,8049F2A80,8049FCAB0,0.01,INR,ACH,0.0001181879424661096
2022/09/01 00:29,71,8049F3070,8049F3070,3474241.81,INR,Reinvestment,41061.34911536325
2022/09/01 00:12,71,8049F28F0,8049F28F0,831.65,INR,Reinvestment,9.829100235194005
2022/09/01 00:09,71,8049F3160,8049F3160,436.82,INR,Reinvestment,5.162685702804599
2022/09/01 00:05,71,804A00EC0,804A00EC0,210458.23,INR,Reinvestment,2487.362517875926
2022/09/01 00:23,71,804A00140,804A00140,1138.78,INR,Reinvestment,13.459006512155629
2022/09/01 00:17,71,804A015B0,804A015B0,1024.32,INR,Reinvestment,12.106227322688538
2022/09/01 00:28,71,804A10EC0,804A10EC0,227.69,INR,Reinvestment,2.6910212620108496
2022/09/01 00:04,71,804A16B10,804A16B10,2608782.75,INR,Reinvestment,30832.66655635792
2022/09/01 00:21,312206,804A16C00,804A16B10,186912.5,INR,ACH,2209.080379619671
2022/09/01 00:15,71,804A17910,804A17910,655.18,INR,Reinvestment,7.743437614494568
2022/09/01 00:05,71,8049A1260,8049A1260,1094.33,INR,Reinvestment,12.933661107893771
2022/09/01 00:00,71,804A0ECB0,804A0ECB0,3644287.01,INR,Reinvestment,43071.07834678706
