Timestamp,From Bank,From Account,To Account,Amount Received,Receiving Currency,Payment Format,Converted USD
2022/09/01 00:07,20,802F6B510,802F6B510,23990.98,USD,ACH,23990.98
2022/09/01 00:23,20,802F6B510,802F6B510,497.86,USD,ACH,497.86
2022/09/01 00:19,120046,807D1FAA0,800155690,17.27,EUR,Credit Card,19.555001981543338
2022/09/01 00:15,1502,802633E40,8002881E0,77.85,EUR,Credit Card,88.15037083168204
2022/09/01 00:05,15231,80266F490,8002881E0,166.67,EUR,Credit Card,188.72218762384645
2022/09/01 00:10,20,8000440E0,8000440E0,502800.35,EUR,Reinvestment,569326.1054181056
2022/09/01 00:08,20,80005F7B0,80005F7B0,1834474.04,EUR,Reinvestment,2077194.1799241353
2022/09/01 00:25,20,8000611E0,8000611E0,862687.48,EUR,Reinvestment,976830.0741663364
2022/09/01 00:13,20,800061BD0,800061BD0,15.69,EUR,Reinvestment,17.765951423880427
2022/09/01 00:17,20,8000635D0,8000635D0,78300.72,EUR,Reinvestment,88660.72581101739
2022/09/01 00:22,20,800061190,800061190,121780.71,EUR,Reinvestment,137893.57413802866
2022/09/01 00:28,20,800064670,800064670,15582.76,EUR,Reinvestment,17644.522448055257
2022/09/01 00:00,20,800066610,800066610,9996415.01,EUR,Cheque,11319045.473588858
2022/09/01 00:20,20,800066610,800066610,13170899.18,EUR,ACH,14913547.166393025
2022/09/01 00:13,20,80005A6B0,80005A6B0,2401.37,EUR,Reinvestment,2719.096416237332
2022/09/01 00:26,20,8000F07C0,8000F07C0,13.08,EUR,Reinvestment,14.810621072298025
2022/09/01 00:21,20,8000FEFF0,8000FEFF0,1713.09,EUR,Reinvestment,1939.749759384023
2022/09/01 00:28,20,8000FF830,8000FF830,6599.05,EUR,Reinvestment,7472.173469965464
2022/09/01 00:19,20,8000FEFF0,8000FEFF0,20.84,EUR,Reinvestment,23.597350393477893
2022/09/01 00:01,70,1004286A8,800103610,439.15,EUR,Cheque,497.2541470871313
2022/09/01 00:29,20,800103610,800103610,19.71,EUR,Reinvestment,22.31783955160505
2022/09/01 00:12,20,800103300,800103300,14004.2,EUR,Reinvestment,15857.102417482874
2022/09/01 00:11,20,8000F9560,8000F9560,3106.13,EUR,Reinvestment,3517.1035497933535
2022/09/01 00:29,20,800116C20,800116C20,4.22,EUR,Reinvestment,4.778350223631319
2022/09/01 00:28,20,800122600,800122600,14.28,EUR,Reinvestment,16.16939364773821
2022/09/01 00:19,20,800122DC0,800122DC0,20826.68,EUR,Reinvestment,23582.268017890507
2022/09/01 00:29,20,800122DC0,800122DC0,5.74,EUR,Reinvestment,6.499462152522222
2022/09/01 00:22,11,800100AD0,800123E90,34380.15,EUR,Cheque,38929.00413293325
2022/09/01 00:04,20,80012BE60,80012BE60,525275.88,EUR,Reinvestment,594775.3835701749
2022/09/01 00:12,20,80012BE60,80012BE60,10.67,EUR,Reinvestment,12.081752816622318
2022/09/01 00:11,20,80012DEC0,80012DEC0,4124.17,EUR,Reinvestment,4669.840910377626
2022/09/01 00:19,20,80012E790,80012E790,430503.55,EUR,Reinvestment,487463.6811413689
2022/09/01 00:18,20,80012C780,80012C780,12.3,EUR,Reinvestment,13.927418898261905
2022/09/01 00:15,12,8000674A0,800132B80,3419.72,EUR,Cheque,3872.1847930702597
2022/09/01 00:25,12,8000674A0,800132B80,10635.76,EUR,Cash,12042.982505803091
2022/09/01 00:07,20,800132B80,800132B80,3.52,EUR,Reinvestment,3.985732887957878
2022/09/01 00:25,20,8001605A0,8001605A0,11.93,EUR,Reinvestment,13.508464020834513
2022/09/01 00:19,20,800162310,800162310,13618.45,EUR,Reinvestment,15420.313650002832
2022/09/01 00:19,23,800167090,8011CADB0,4.73,EUR,Credit Card,5.355828568193399
2022/09/01 00:12,20,8001697D0,8001697D0,1476.66,EUR,Reinvestment,1672.0375927079206
2022/09/01 00:06,20,8000FA250,8000FA250,6.6,EUR,Reinvestment,7.473249164921021
2022/09/01 00:22,20,8001697D0,8001697D0,17.75,EUR,Reinvestment,20.098511011719413
2022/09/01 00:17,20,80016A7E0,80016A7E0,10.8,EUR,Reinvestment,12.228953178961673
2022/09/01 00:19,20,80016E450,80016E450,2799.74,EUR,Reinvestment,3170.1749419690877
2022/09/01 00:15,20,80016E450,80016E450,6.23,EUR,Reinvestment,7.054294287493631
2022/09/01 00:14,20,80017A100,80017A100,66735.0,EUR,Reinvestment,75564.73985166733
2022/09/01 00:03,20,800179810,800179810,3.71,EUR,Reinvestment,4.200871879069241
2022/09/01 00:18,20,80017A100,80017A100,2.61,EUR,Reinvestment,2.9553303515824036
2022/09/01 00:11,20,80017BEE0,80017BEE0,209.12,EUR,Reinvestment,236.78876748004305
2022/09/01 00:24,20,80017D8A0,80017D8A0,2039.66,EUR,Reinvestment,2309.5283926852744
2022/09/01 00:24,20,80017F0E0,80017F0E0,3250.82,EUR,Reinvestment,3680.937553077054
2022/09/01 00:13,20,800177290,800177290,4250116.81,EUR,Reinvestment,4812451.803204439
2022/09/01 00:09,12,80010D740,8001864F0,5362.93,EUR,Cheque,6072.501840004529
2022/09/01 00:23,12,80010D740,8001864F0,3826.24,EUR,ACH,4332.491649210213
2022/09/01 00:13,20,8001862B0,8001862B0,11.07,EUR,Reinvestment,12.534677008435713
2022/09/01 00:04,20,800192F20,800192F20,18.36,EUR,Reinvestment,20.78922040423484
2022/09/01 00:24,20,8001AE2B0,8001AE2B0,17.59,EUR,Reinvestment,19.917341334994056
2022/09/01 00:13,20,8000F1D30,8001AF050,2762.9,EUR,Cheque,3128.4606239030745
2022/09/01 00:13,20,8000F1D30,8001AF050,931.19,EUR,Credit Card,1054.3961954367887
2022/09/01 00:28,20,8001B0770,8001B0770,1396251.76,EUR,Reinvestment,1580990.4999150767
2022/09/01 00:15,20,8001B0FA0,8001B0FA0,775.14,EUR,Reinvestment,877.699145105588
2022/09/01 00:05,20,8001B3D10,8001B3D10,15.35,EUR,Reinvestment,17.38096586083904
2022/09/01 00:05,20,8001B4210,8001B4210,265024.09,EUR,Reinvestment,300089.5544358263
2022/09/01 00:23,11,800101850,8001B4210,2448.74,EUR,Cheque,2772.7339636528336
2022/09/01 00:20,20,8001B45B0,8001B45B0,103344.82,EUR,Reinvestment,117018.42269150203
2022/09/01 00:22,20,8001B3B20,8001B3B20,6827.24,EUR,Reinvestment,7730.555398290211
2022/09/01 00:25,20,8001B7680,8001B7680,18997.35,EUR,Reinvestment,21510.898488365507
