Timestamp,From Bank,From Account,To Account,Amount Received,Receiving Currency,Payment Format,Converted USD
2022/09/01 00:15,119,811A84280,8123D5810,108.56,SAR,Credit Card,28.942001359655553
2022/09/01 00:29,118,811A882F0,8123D5810,355.4,SAR,Credit Card,94.74933016969034
2022/09/01 00:00,148348,811D9B360,811D9B360,29012141.38,SAR,Reinvestment,7734611.599728068
2022/09/01 00:01,148348,811D9B360,811D9B360,20.5,SAR,Reinvestment,5.4652821285274396
2022/09/01 00:18,48526,812221820,8122D71B0,137.42,SAR,Credit Card,36.636052200109305
2022/09/01 00:15,148348,812224E70,8122D71B0,450.24,SAR,Credit Card,120.03359149015583
2022/09/01 00:11,49365,812359920,811E968B0,31.62,SAR,Credit Card,8.4298644343433
2022/09/01 00:24,121,811BA9C00,811FB3970,128.57,SAR,Credit Card,34.276649915354774
2022/09/01 00:22,223,811B8B510,811D9D5E0,6861.77,SAR,Cheque,1829.3419000519868
2022/09/01 00:09,223,811B8B510,811D9D5E0,19506.06,SAR,Credit Card,5200.2985910236075
2022/09/01 00:01,148348,811D9F700,811D9F700,22.28,SAR,Reinvestment,5.939828576760554
2022/09/01 00:04,148348,811DA1DB0,811DA1DB0,4830.39,SAR,Reinvestment,1287.7777629667153
2022/09/01 00:26,148348,811DA1DB0,811DA1DB0,91.38,SAR,Reinvestment,24.361828336821336
2022/09/01 00:13,148348,811DA2E40,811DA2E40,1013988.96,SAR,Reinvestment,270328.5727615671
2022/09/01 00:15,148348,811D9ECF0,811D9ECF0,345320.02,SAR,Reinvestment,92062.01628920675
2022/09/01 00:18,148348,811DACA80,811DACA80,10336310.16,SAR,Reinvestment,2755651.277676322
2022/09/01 00:24,148348,811DACA80,811DACA80,49.62,SAR,Reinvestment,13.228648742318612
2022/09/01 00:15,148348,811DAC430,811DAC430,583.23,SAR,Reinvestment,155.48860955224677
2022/09/01 00:08,148348,811DAA200,811DAA200,9565.09,SAR,Reinvestment,2550.044655353977
2022/09/01 00:09,148348,811DB4FB0,811DB4FB0,52.88,SAR,Reinvestment,14.097761900318586
2022/09/01 00:07,148348,811DB50A0,811DB50A0,15.84,SAR,Reinvestment,4.222930191018276
2022/09/01 00:21,222,811BA72F0,811DBD440,577291.65,SAR,Cheque,153905.45061917647
2022/09/01 00:16,222,811BA72F0,811DBD440,1622684.19,SAR,Cash,432606.19043175725
2022/09/01 00:04,222,811BA72F0,811DBD440,597039.5,SAR,ACH,159170.2102134126
2022/09/01 00:23,148348,811DC26A0,811DC26A0,18981616.02,SAR,Reinvestment,5060482.283154934
2022/09/01 00:28,148348,811DC88A0,811DC88A0,12779.26,SAR,Reinvestment,3406.9395753075887
