Timestamp,From Bank,From Account,To Account,Amount Received,Receiving Currency,Payment Format,Converted USD
2022/09/01 00:04,21611,800AC9010,801008340,152631.0,USD,Cheque,152631.0
2022/09/01 00:11,1,8012275D0,801227620,8468.0,USD,ACH,8468.0
2022/09/01 00:09,1467,80025F840,80025F840,112295.75,USD,Reinvestment,112295.75
2022/09/01 00:29,1467,800264DC0,800264DC0,109145.06,USD,Reinvestment,109145.06
2022/09/01 00:22,1467,800264DC0,800264DC0,23.21,USD,Reinvestment,23.21
2022/09/01 00:14,1467,80026CE40,80026CE40,776.31,USD,Reinvestment,776.31
2022/09/01 00:06,1467,80026CE40,80026CE40,13.34,USD,Reinvestment,13.34
2022/09/01 00:05,1,8000F7850,80027F1C0,3099.95,USD,Cheque,3099.95
2022/09/01 00:09,1,8000F7850,80027F1C0,3044.97,USD,Credit Card,3044.97
2022/09/01 00:17,1467,8002BAD80,8002BAD80,678445.31,USD,Reinvestment,678445.31
2022/09/01 00:13,1467,8002C4B20,8002C4B20,10.77,USD,Reinvestment,10.77
2022/09/01 00:23,1467,8002C64E0,8002C64E0,28239.34,USD,Reinvestment,28239.34
2022/09/01 00:12,1467,8002C9B90,8002C9B90,23500.8,USD,Reinvestment,23500.8
2022/09/01 00:27,1467,800268E80,800268E80,302209.88,USD,Reinvestment,302209.88
2022/09/01 00:04,1467,800268E80,800268E80,13.94,USD,Reinvestment,13.94
2022/09/01 00:13,1467,8002D6C00,8002D6C00,7493.05,USD,Reinvestment,7493.05
2022/09/01 00:05,1467,8002EC980,8002EC980,11982.68,USD,Reinvestment,11982.68
2022/09/01 00:09,1467,8002FC370,8002FC370,4.86,USD,Reinvestment,4.86
2022/09/01 00:11,1467,80030B570,80030B570,6.41,USD,Reinvestment,6.41
2022/09/01 00:17,1467,80032BCD0,80032BCD0,153974.99,USD,Reinvestment,153974.99
2022/09/01 00:21,220,8001DAF70,80032BCD0,185032.28,USD,Cheque,185032.28
2022/09/01 00:28,220,8001DAF70,80032BCD0,192376.63,USD,Cash,192376.63
2022/09/01 00:17,1467,80032E240,80032E240,6.16,USD,Reinvestment,6.16
2022/09/01 00:19,1467,80033D290,80033D290,69245.48,USD,Reinvestment,69245.48
2022/09/01 00:28,1467,80033FD10,80033FD10,23.12,USD,Reinvestment,23.12
2022/09/01 00:09,1467,80033C660,80033C660,1836557.89,USD,Reinvestment,1836557.89
2022/09/01 00:04,1467,80033C660,80033C660,12.83,USD,Reinvestment,12.83
2022/09/01 00:04,1,8003080E0,80038D0D0,374.59,USD,Cheque,374.59
2022/09/01 00:20,1,8003080E0,80038D0D0,254.36,USD,Cash,254.36
2022/09/01 00:16,1467,80038E6F0,80038E6F0,131985.29,USD,Reinvestment,131985.29
2022/09/01 00:11,1467,800328620,800328620,4999.79,USD,Reinvestment,4999.79
2022/09/01 00:09,1467,8003288A0,8003288A0,919.52,USD,Reinvestment,919.52
2022/09/01 00:00,1467,80033C3F0,80033C3F0,64643.09,USD,Reinvestment,64643.09
2022/09/01 00:05,1467,800348940,800348940,41064.45,USD,Reinvestment,41064.45
2022/09/01 00:12,1467,80034DED0,80034DED0,10169.23,USD,Reinvestment,10169.23
2022/09/01 00:08,1467,80034E470,80034E470,104178.41,USD,Reinvestment,104178.41
2022/09/01 00:02,1467,800391E80,800391E80,20005.38,USD,Reinvestment,20005.38
2022/09/01 00:17,1467,800328620,800328620,21.4,USD,Reinvestment,21.4
2022/09/01 00:26,1467,80033C3F0,80033C3F0,22.43,USD,Reinvestment,22.43
2022/09/01 00:08,1588,80034DC00,81276A970,149.83,USD,Credit Card,149.83
2022/09/01 00:07,1467,80034E470,80034E470,21.93,USD,Reinvestment,21.93
2022/09/01 00:11,1467,8001EE570,8001EE570,3013.67,USD,Reinvestment,3013.67
2022/09/01 00:17,1467,8001EE2A0,8001EE2A0,5.57,USD,Reinvestment,5.57
2022/09/01 00:01,1467,8003A90B0,8003A90B0,7245269.46,USD,Reinvestment,7245269.46
2022/09/01 00:21,1467,8003ADF40,8003ADF40,6.94,USD,Reinvestment,6.94
2022/09/01 00:22,1467,8002CB540,8002CB540,38416.72,USD,Reinvestment,38416.72
2022/09/01 00:16,1467,8003B6170,8003B6170,446174.78,USD,Reinvestment,446174.78
2022/09/01 00:08,1467,8003B9CE0,8003B9CE0,425.15,USD,Reinvestment,425.15
2022/09/01 00:02,1467,8003C8270,8003C8270,933.19,USD,Reinvestment,933.19
2022/09/01 00:12,1467,8003C8AE0,8003C8AE0,19.45,USD,Reinvestment,19.45
2022/09/01 00:05,1467,8003D40E0,8003D40E0,19.71,USD,Reinvestment,19.71
2022/09/01 00:22,1467,8003D6C70,8003D6C70,22.44,USD,Reinvestment,22.44
2022/09/01 00:27,220,800109DF0,8003E2010,189655.39,USD,Cheque,189655.39
2022/09/01 00:04,220,800109DF0,8003E2010,16157.5,USD,Credit Card,16157.5
2022/09/01 00:12,1467,8003EDB00,8003EDB00,15753.12,USD,Reinvestment,15753.12
2022/09/01 00:07,1467,8003E3880,8003E3880,1132.21,USD,Reinvestment,1132.21
2022/09/01 00:04,1467,8003E6470,8003E6470,11046.1,USD,Reinvestment,11046.1
2022/09/01 00:18,3601,8003F1EA0,8003E6470,17074.62,USD,ACH,17074.62
2022/09/01 00:11,1467,8003F3880,8003F3880,1355.68,USD,Reinvestment,1355.68
2022/09/01 00:26,1467,800407B10,800407B10,3.04,USD,Reinvestment,3.04
2022/09/01 00:28,1467,800414A40,800414A40,183235.99,USD,Reinvestment,183235.99
2022/09/01 00:17,1467,800414A40,800414A40,9.29,USD,Reinvestment,9.29
2022/09/01 00:25,1467,8004150B0,8004150B0,13.92,USD,Reinvestment,13.92
2022/09/01 00:24,70,100428660,80041C090,31866983.99,USD,Cheque,31866983.99
2022/09/01 00:28,70,100428660,80041C090,27598.85,USD,Credit Card,27598.85
2022/09/01 00:02,70,100428660,80041C090,50237552.29,USD,Cash,50237552.29
2022/09/01 00:16,1467,8003AE440,8003AE440,1614077.47,USD,Reinvestment,1614077.47
2022/09/01 00:06,1467,800426300,800426300,52873.03,USD,Reinvestment,52873.03
2022/09/01 00:16,1467,800426300,800426300,18.4,USD,Reinvestment,18.4
2022/09/01 00:08,1467,80045E690,80045E690,8.26,USD,Reinvestment,8.26
2022/09/01 00:15,1467,8002B8370,8002B8370,188086.87,USD,Reinvestment,188086.87
2022/09/01 00:27,1467,8004625E0,8004625E0,610024.93,USD,Reinvestment,610024.93
2022/09/01 00:05,1467,8004625E0,8004625E0,4.12,USD,Reinvestment,4.12
2022/09/01 00:19,1467,8004667B0,8004667B0,28012.82,USD,Reinvestment,28012.82
2022/09/01 00:02,1467,8004667B0,8004667B0,4.3,USD,Reinvestment,4.3
2022/09/01 00:17,1467,80046F5C0,80046F5C0,7.73,USD,Reinvestment,7.73
2022/09/01 00:15,1467,800474350,800474350,15.11,USD,Reinvestment,15.11
2022/09/01 00:08,1467,800478C70,800478C70,14.11,USD,Reinvestment,14.11
2022/09/01 00:29,1467,800485140,800485140,310872.21,USD,Reinvestment,310872.21
2022/09/01 00:09,1467,8004A1640,8004A1640,132626.76,USD,Reinvestment,132626.76
2022/09/01 00:10,1467,8004A06B0,8004A06B0,815187.62,USD,Reinvestment,815187.62
2022/09/01 00:17,1467,8004A3300,8004A3300,24.58,USD,Reinvestment,24.58
2022/09/01 00:15,1467,8004AB1B0,8004AB1B0,7.08,USD,Reinvestment,7.08
2022/09/01 00:25,1467,80049CDB0,80049CDB0,9718.94,USD,Reinvestment,9718.94
2022/09/01 00:06,1467,8004BD260,8004BD260,23006.25,USD,Reinvestment,23006.25
2022/09/01 00:25,3486,8004BECB0,80049D890,8799.4,USD,Cheque,8799.4
2022/09/01 00:22,1467,80049D890,80049D890,12.24,USD,Reinvestment,12.24
2022/09/01 00:22,1467,8004AC550,8004AC550,4.47,USD,Reinvestment,4.47
2022/09/01 00:08,1467,800484160,800484160,2501.99,USD,Reinvestment,2501.99
2022/09/01 00:12,1467,800402D40,800402D40,737.75,USD,Reinvestment,737.75
2022/09/01 00:29,1467,800451680,800451680,63692.44,USD,Reinvestment,63692.44
2022/09/01 00:00,1467,800451680,800451680,6.97,USD,Reinvestment,6.97
2022/09/01 00:18,1467,8004DEF00,8004DEF00,10214.33,USD,Reinvestment,10214.33
2022/09/01 00:04,1467,800534CB0,800534CB0,18922.71,USD,Reinvestment,18922.71
2022/09/01 00:03,1467,800534CB0,800534CB0,11.32,USD,Reinvestment,11.32
2022/09/01 00:12,1467,80052D250,80052D250,5.79,USD,Reinvestment,5.79
2022/09/01 00:02,1467,800571D40,800571D40,13166.7,USD,Reinvestment,13166.7
2022/09/01 00:11,1467,800576EE0,800576EE0,1398515.63,USD,Reinvestment,1398515.63
2022/09/01 00:12,1467,800576EE0,800576EE0,7.3,USD,Reinvestment,7.3
2022/09/01 00:04,1467,800578070,800578070,9.16,USD,Reinvestment,9.16
2022/09/01 00:12,1467,80058F390,80058F390,1562647.37,USD,Reinvestment,1562647.37
2022/09/01 00:07,1467,800596880,800596880,25480.08,USD,Reinvestment,25480.08
2022/09/01 00:23,1,80047EED0,800596880,1130719.47,USD,Cheque,1130719.47
2022/09/01 00:24,1467,800596880,800596880,11.98,USD,Reinvestment,11.98
2022/09/01 00:29,1467,80059CA80,80059CA80,947.9,USD,Reinvestment,947.9
2022/09/01 00:24,1467,8005AB540,8005AB540,5703.92,USD,Reinvestment,5703.92
2022/09/01 00:23,1467,8005B2190,8005B2190,384761.19,USD,Reinvestment,384761.19
2022/09/01 00:28,1588,8005B6150,8005B60B0,14549854.0,USD,ACH,14549854.0
2022/09/01 00:16,1467,8005C1060,8005C1060,11013.66,USD,Reinvestment,11013.66
2022/09/01 00:09,3683,8005C9E00,8005CA160,0.01,USD,Cheque,0.01
2022/09/01 00:03,3977,8005C9EA0,8005B1AC0,8.71,USD,Cheque,8.71
2022/09/01 00:00,1467,8005B1AC0,8005B1AC0,22.84,USD,Reinvestment,22.84
2022/09/01 00:15,1467,8005CC8D0,8005CC8D0,32972.91,USD,Reinvestment,32972.91
2022/09/01 00:26,1467,8005D5460,8005D5460,10726.36,USD,Reinvestment,10726.36
2022/09/01 00:21,1467,8005D8AB0,8005D8AB0,12.8,USD,Reinvestment,12.8
2022/09/01 00:20,795,8005CE750,8005DC930,103.48,USD,Cheque,103.48
2022/09/01 00:11,795,8005CE750,8005DC930,87.56,USD,Credit Card,87.56
2022/09/01 00:02,795,8005CE750,8005DC930,138.23,USD,Cash,138.23
2022/09/01 00:07,1467,8005DC930,8005DC930,5.97,USD,Reinvestment,5.97
2022/09/01 00:05,1467,8003A04C0,8003A04C0,162029.29,USD,Reinvestment,162029.29
