Account,Risk Score
812810E70,0.0
800B36C10,0.0
80198BFF0,0.0
80913BA50,0.0
8005BE490,0.0
806E96100,0.0
8015E4E90,0.0
81243A3C0,0.0
8048E2A50,0.0
800639010,0.024390243902439
8005A46F0,0.0
800BC60F0,0.0
8001F4270,0.0
80058A490,0.0
8064FC530,0.0
8012BD330,0.2592592592592592
801B78B10,0.0
804EA6AA0,0.0
800263680,0.0
806A62AB0,0.0
80C4992F0,0.0
802CC4B10,0.0
800300360,0.0
8011B6A20,0.0
80FB8F4A1,0.0
80057A600,0.0
8001E0D80,0.0
800736870,0.0
805FF8C90,0.0
8043C5330,0.0
800681A40,0.0
80AA30710,0.0
8008B0380,0.0
8005DEC80,0.0
8004285A0,0.0
80CAA5ED1,0.0
800625660,0.0
8045BBCC0,0.0
80176FCD0,0.0
8001E1C50,0.0
8002568C0,0.0
8001E5FA0,0.1578947368421052
8001C9D30,0.0
8015CEB50,0.0
80A590F30,0.0
8003BF640,0.0
80B06B6A0,0.0
8016A6AE0,0.0
802ACEDC0,0.0
803E38C60,0.0
800E91830,0.0
802C47EC0,0.0
8003E5710,0.0
807DC3D10,0.0
80076BE80,0.0
800170250,0.0
8006EC1E0,0.0
8006B02A0,0.0
805C5DCB0,0.0
8005D1EB0,0.0
800473960,0.0
80021D1C0,0.0
804019E30,0.0
8005B8F70,0.0
8016522A0,0.0
811CF6A70,0.0
8002B6BE0,0.0
81170DA70,0.0
8015E7490,0.0
805F68A30,0.0
808A70B80,0.0
800BE7AC0,0.0
80034E930,0.0
800432260,0.0
800D1CB70,0.0
80129B8E0,0.0
80D9586D0,0.0
80046C200,0.0
801155FE0,0.0
8004661C0,0.0308370044052863
8001DA790,0.0
804D155E0,0.0
80FB548B0,0.0
800578AF0,0.0
8006D1B10,0.3333333333333333
8093CDFD0,0.0
8001E0AE0,0.0
8065C30A0,0.0
8010A2EC0,0.0
800348590,0.0
807004390,0.1666666666666666
8008DDC30,0.0
801A90A30,0.0
800393D40,0.0
8001634C0,0.0
800CD7560,0.0
8128348F0,0.0
8005BDEA0,0.0
802E03010,0.0
8004BDD30,0.0
8017CB230,0.0
80D4CC390,0.0555555555555555
802F92C70,0.0
80DFF6590,0.0
800302F00,0.0
8004DCD00,0.0
80720D740,0.0
800885CE0,0.0
8005AB860,0.0
8015CF960,0.0
810D926C0,0.0
80059A9E0,0.0
805BC3980,0.0
8003E21B0,0.0
8041BA8F0,0.0
80AD5E370,0.0
800B19A90,0.0
8011514B0,0.0
801777D10,0.0
808F88360,0.0
8003ED150,0.0
800BBC870,0.0
800761C60,0.0
801963B80,0.0
811A37820,0.0
803727160,0.0
8004C8D40,0.0
803C564F0,0.0
8023DAAF0,0.0
807C81660,0.0
8042712A0,0.0
80043C730,0.0
800919C20,0.0
8013E53F0,0.0
80164AF50,0.0
8032DDE10,0.0
800FA1A90,0.0
8003AC910,0.0
800679F70,0.0
800BBD490,0.0
801BB8450,0.0
801166E00,0.0
800BE4A20,0.0
801449BE0,0.0
8011515F0,0.0
8100AFB90,0.0
8001DE200,0.0
800432650,0.0
808E8D530,0.0
803F04E80,0.0
801175E60,0.0
80039FE40,0.0
80315B9D0,0.0
802F267A0,0.0
80330CA10,0.0
800651E90,0.0
8006F8520,0.0
803AE9710,0.0
80A267AF0,0.0
8052B2F00,0.0
8066CF6F0,0.0
800E37DF0,0.0
8040A5BF0,0.0
805794BA0,0.0
80DE9A350,0.0
801359E40,0.0
8017B9BE0,0.0
8037262F0,0.0
8016BDCB0,0.0
804AA85F0,0.0
8007AC120,0.0
8070CA640,0.0
803E28FB0,0.0
8003BCBB0,0.0
807100550,0.0
803C5D360,0.0
80B892DF0,0.0
8006293D0,0.0
8004674F0,0.0
801624C60,0.0
80030B5C0,0.0
8006DC5F0,0.0
8051DFCF0,0.0
80A8894A0,0.0
802E5F550,0.0
80C043070,0.0
8003CC810,0.0
801274EC0,0.0
802393400,0.0
804865060,0.0
804ED1B30,0.0
800CC4D70,0.0
80043B540,0.0
80482DDD0,0.0
8001BA980,0.0098039215686274
80137D190,0.0
803C8D290,0.0
801D008E0,0.0
800406CE0,0.0
800DC61C0,0.0
80255C910,0.0
8009962F0,0.0
8001B5340,0.0
801D47D30,0.0
804EE5B00,0.0
80047CFD0,0.0
80D506470,0.0
803493E20,0.0
800E89950,0.9090909090909092
804FC1CE0,0.0
80426F9F0,0.0
803ADEF10,0.0
802DABCF0,0.0
80067F6F0,0.0
800903B70,0.0
801D0B8A0,0.0
80026C410,0.0
8003D6140,0.0
80132C450,0.0
80FDA1BF0,0.0
8051154F0,0.0
80C0EF280,0.0
803FE1A80,0.0
8001E47C0,0.0
800274200,0.0
80601C2C0,0.0
801F32440,0.0
80DAD5070,0.0
80130A2E0,0.0
8051C11B0,0.0
80199D4C0,0.0
802BCA420,0.0
80018B0F0,0.0
8004A4D60,0.0
8004110B0,0.0
8003946A0,0.0
801AB1CD0,0.0
800257E40,0.0
8132794E0,0.0
800A12610,0.0168539325842696
804EE86F0,0.0
80019AAF0,0.0
801A59851,0.0
8048C4800,0.0
8005F34E0,0.2247191011235955
8027BF5A0,0.0
80042F9F0,0.0
8002FE2D0,0.0
807BAF9A0,0.0
800388E10,0.0
8012CDC00,0.0
812A4C320,0.0
801A75EB0,0.0
8013085D0,0.0
800DC4DB0,0.0
8001F9560,0.0
80072A1F0,0.0
80E10FD20,0.0
800171690,0.0
802E7F400,0.0454545454545454
8002D6970,0.0
80065A380,0.0
8013E60F0,0.0
80038E170,0.0
80046E4D0,0.0
800AAF1A0,0.0
800305DA0,0.0
809FD6FD0,0.0
800217780,0.0
80248EC80,0.0
8042727B0,0.0
80160F5C0,0.0
805115BC0,0.0
8034718E0,0.0
800E49F10,0.0
800A89B40,0.0
805BADBA0,0.0
8022D1FD0,0.0
8001E95B0,0.0
8021C5660,0.0
800A93710,0.0
801A97E90,0.0
802936740,0.5
80D6887C0,0.0
8001A92C0,0.0
800196D70,0.0
800595480,0.0
80A37F3D0,0.0
8009F5820,0.0
80BED0190,0.0
8049442D0,0.0
8052ABF80,0.0
8003C5E60,0.0
80D0C1670,0.0
802515A00,0.0
800BC3DE0,0.0
8039BEDD0,0.0
812448D30,0.0
8126885F0,0.0
800838020,0.0
80BB4A870,0.0
8067580F0,0.0
8055BF0B0,0.0
8008D9470,0.0
804EEAF80,0.0
8003BC9C0,0.0
800188040,0.0573770491803278
8034CDEA0,0.1363636363636363
8012E3DF0,0.0
800CC2750,0.0
8007AA930,0.0
8025D27A0,0.0
8006CBD40,0.0
8016155D0,0.0
800366520,0.0
80059E6C0,0.0
800656BE0,0.0
8001A8C20,0.0
8117081F0,0.0
807426D50,0.0
8001919A0,0.3333333333333333
8027A85E0,0.0
8003FB060,0.0
801FAED00,0.0
8034BE310,0.0
804F8E1C0,0.0
80068F0A0,0.0
8003322C0,0.0
8014F9120,0.0
8003AFEA0,0.0
80077B8F0,0.0
8016E1A40,0.0434782608695652
805BCDB80,0.0
800250BB0,0.0
8058BE8D0,0.0
8062F8EA0,0.0
800C1E8A0,0.0
801151640,0.032258064516129
801F788B0,0.0178571428571428
80346C6D0,0.0
8005F73A0,0.0
812DB8CA0,0.0
8027BF500,0.0
807D66F90,0.0
800432D80,0.0
8138479C0,0.0
80018CBE0,0.0
806026F70,0.0
813A3D210,0.0
8002390F0,0.0
80078A0B0,0.0
8043EB090,0.0
800483630,0.0
8008492C0,0.0384615384615384
80CAA5ED0,0.0
8001EDEE0,0.0
801AFB530,0.0
80058EC90,0.0
801418DD0,0.0
803C8C200,0.0
800796300,0.0
80057BF50,0.0
8001DE1B0,0.0
802C52E40,0.0
800B13280,0.0
8093597A0,0.0
800547DE0,0.0
800795C60,0.0
8075642E0,0.0
800A4FDB0,0.0
80082EEE0,0.0
80FEB0310,0.0
808ECD580,0.0
8072E3230,0.0
80087CBA0,0.1333333333333333
8009F5FE0,0.0
800945FD0,0.0
801CC5D00,0.0
800A93140,0.0
8063DD020,0.0
800886E30,0.0
8011699B0,0.0
80E4924D0,0.0
8005AFD60,0.0
8051040B0,0.0
8116C1900,0.0
800268A20,0.0
8011B1F30,0.0
8003467C0,0.0
80032B330,0.0
802FB2090,0.0
8116B0F60,0.0
8005F9110,0.0
80249CF80,0.0
800692E00,0.0555555555555555
801837BB0,0.0
80C2A1FA0,0.0
8001DD3D0,0.0
802AF0D60,0.0
800667140,0.0
8005CA070,0.0
801CED570,0.0
8004030A0,0.0105263157894736
8026A4D70,0.0
8001D1B40,0.0
80D138570,0.0
808989650,0.0
80093F7B0,0.0
8005E1E60,0.0
808B350C0,0.0
805721DA0,0.0
80080FBC0,0.0
8001F4EF0,0.0
800886700,0.0
800575A70,0.0
80D0FF440,0.0
8001DCA50,0.0
801BB6EE0,0.0
80064D1E0,0.1818181818181818
801264C80,0.0
811779330,0.0
8103D74F0,0.0
810DAE9E0,0.0
8132DB730,0.0
8053E5300,0.0
8001CCCD0,0.0
813154130,0.0
8003A8590,0.0
800162950,0.0
806A3FDA0,0.0526315789473684
805B2B720,0.0
800954730,0.0
800DF30E0,0.1304347826086956
8060197F0,0.0
8005FFF40,0.0
810407B10,0.0
81148E5B0,0.0
8043A4E90,0.0
803FF4210,0.0
807DC5EE0,0.0
800342D60,0.0
80093B2E0,0.0
80170B9F0,0.0
8003305E0,0.0
80124F020,0.0
800B53720,0.0
8003ED970,0.4
801B25050,0.0
800B238A0,0.0
8043A8760,0.0
8001702F0,0.0
8017D6860,0.0
80B8A5A70,0.0
8011BABF0,0.0
8030E0100,0.0
80034F370,0.0
8032D9B80,0.0
8004A9F10,0.0
80D7D91B0,0.0
80A001A90,0.0
80AEB2DA0,0.0
80B6EFD80,0.0
803240C80,0.0
8127CDC50,0.0
8064FD890,0.0
804089080,0.0
808FB8390,0.0
8002BC4C0,0.0
80B82B000,0.0
800820570,0.0
800E8C6E0,0.0
8132E23D0,0.0
8005F3D50,0.0
800DEB6C0,0.0
801AFB340,0.0
80046E570,0.0
800B19BD0,0.0
8003CEAF0,0.0
808D3B290,0.0
8019FCA90,0.0
81336DFA0,0.0
8004A97E0,0.0
800AFD4E0,0.0
800F66350,0.0
800B19860,0.0
800260000,0.0
8001E89E0,0.0
8116B13A0,0.0
802371FF0,0.0
803B95040,0.0
8001DB320,0.0
8004C7010,0.0
8004A6F30,0.0
80061BB00,0.0588235294117647
813511290,0.0
80FB8F4A0,0.0
80277DF10,0.0
80094B530,0.0
804EE1DE0,0.0
800D22490,0.0
800712830,0.1794871794871795
800750AF0,0.0
80057D5E0,0.0
80DCB0960,0.0
8004C6A00,0.0
81001DD60,0.2857142857142857
801F6FF00,0.0
804A4E140,0.0
8013C4080,0.0
8103A5A00,0.032258064516129
801A072D0,0.0
8015ED740,0.0
8001CFB50,0.0
802E35EE0,0.0
80BD27040,0.0
809C111A0,0.0
8006452E0,0.0
800959D50,0.0
8004B1010,0.0
80083DDB0,0.0
8006A3890,0.0
800EC6160,0.0
800A6B0F0,0.0
80118EA81,0.0
8003BCF50,0.0
80BFD9430,0.0
800193840,0.0
80047D7C0,0.0
803F03EA0,0.0
800E63950,0.0
80118EA80,0.0
8007A3720,0.0
80300C320,0.0
8004203B0,0.0
800170160,0.0
8004190C0,0.0
8016CF000,0.0
801656E80,0.0
808350F80,0.0
8004DE870,0.0
800194E00,0.0
809926B10,0.0
801287D50,0.0
8113ADDF0,0.0
800827DE0,0.0
80025C6D0,0.0
8057BF760,0.0
801767F70,0.0
80C2B8EB0,0.0
8006FA250,0.0
806D0B9A0,0.0
8022594E0,0.0
8070C7BF0,0.0
8006BACF0,0.0
800F54790,0.0
808997930,0.0
8004B06A0,0.0
8139EFA90,0.0
80210A630,0.0
800F14F10,0.0
800C1BB70,0.0
800A71960,0.0
8053A8BB0,0.0
8004DD890,0.0
800300A30,0.0
801DCA240,0.0
800BA4200,0.0
800761E60,0.0
806CEC5B0,0.0
800473820,0.1379310344827586
8049D0460,0.0
8004572B0,0.0615384615384615
80BED0380,0.0
800190540,0.0
80E52F7A0,0.0
800F6DAF0,0.0
8037E7960,0.0
802858560,0.0
800311650,0.0
8001F8FB0,0.0
800AF8C60,0.0
80021F8A0,0.0
8010D3D90,0.0
8002C8760,0.0
80A8BDD20,0.0
8001F57A0,0.0
8008FD100,0.0
80FE72F20,0.0
80021D450,0.0
80AE68D00,0.9444444444444444
80A266650,0.0
801E3BF10,0.0
810BE78C0,0.0
801217CD0,0.1438848920863309
800B16F40,0.0
807BA38C0,0.0
80407A3D0,0.0
8002B21D0,0.0
800DAF690,0.0
8001E6D40,0.0
800F98690,0.0
809322690,0.0
80119C460,0.0
8005999F0,0.0
8004A3D90,0.0
